Rank	Species	Gene	Gene Model	Score	Query	Matches	Internal ID
1	Maize	brn1		0.673	Pale brown seeds.	Brown embryo.	2867
1	Maize	brn1		0.562	Pale brown seeds.	Brown kernel.	2867
1	Maize	brn1		0.502	Pale brown seeds.	Brown aleurone.	2867
1	Maize	brn1		0.328	Pale brown seeds.	Yellowish brown color in the aleurone layer.	2867
1	Maize	brn1		0.132	Pale brown seeds.	In Bn1, can cause kernel color of white endosperm mutants to appear pale yellow or lemon.	2867
1	Maize	brn1		0.000	Pale brown seeds.	Lethal.	2867
1	Maize	brn1		0.000	Pale brown seeds.	Seedling lethal.	2867
2	Maize	brt1		0.625	Pale brown seeds.	Brown roots.	2876
2	Maize	brt1		0.000	Pale brown seeds.	Roots senesce prematurely after germination.	2876
3	Maize	a1	GRMZM2G026930	0.566	Pale brown seeds.	Green or brown plant.	166
3	Maize	a1	GRMZM2G026930	0.489	Pale brown seeds.	The pericarp is brown.	166
3	Maize	a1	GRMZM2G026930	0.489	Pale brown seeds.	Brown pericarp.	166
3	Maize	a1	GRMZM2G026930	0.416	Pale brown seeds.	Red-brown pericarp.	166
3	Maize	a1	GRMZM2G026930	0.282	Pale brown seeds.	Pale aleurone.	166
3	Maize	a1	GRMZM2G026930	0.257	Pale brown seeds.	Light-colored aleurone, lighter than dilute and less brown than bronze.	166
3	Maize	a1	GRMZM2G026930	0.186	Pale brown seeds.	Pale purple husks.	166
3	Maize	a1	GRMZM2G026930	0.186	Pale brown seeds.	Pale aleurone, with pigmented sectors.	166
3	Maize	a1	GRMZM2G026930	0.148	Pale brown seeds.	Colorless/pale aleurone with purple sectors.	166
3	Maize	a1	GRMZM2G026930	0.000	Pale brown seeds.	Aleuron layer is colored.	166
3	Maize	a1	GRMZM2G026930	0.000	Pale brown seeds.	Anthers are green.	166
3	Maize	a1	GRMZM2G026930	0.000	Pale brown seeds.	No color in aleurone.	166
