Rank	Species	Gene	Gene Model	Score	Query	Matches	Internal ID
1	Arabidopsis	CH1	At1g44446	0.551	Pale aleurone.	Pale.	1649
1	Arabidopsis	CH1	At1g44446	0.301	Pale aleurone.	Pale yellow-green plants.	1649
1	Arabidopsis	CH1	At1g44446	0.000	Aleurone layer mottled.	Pale.	1649
1	Arabidopsis	CH1	At1g44446	0.000	Aleurone layer mottled.	Yellow-green.	1649
1	Arabidopsis	CH1	At1g44446	0.000	Aleurone layer mottled.	Pale yellow-green plants.	1649
1	Arabidopsis	CH1	At1g44446	0.000	Aleurone layer mottled.	Bent club-like hairs on leaf.	1649
1	Arabidopsis	CH1	At1g44446	0.000	Aleurone layer mottled.	Yellow green plant with club-like siliques.	1649
1	Arabidopsis	CH1	At1g44446	0.000	Aleurone layer mottled.	Green-yellow plants, lacks chlorophyll-b.	1649
1	Arabidopsis	CH1	At1g44446	0.000	Aleurone layer mottled.	Green-yellow plants, reduced chlorophyll-b content.	1649
1	Arabidopsis	CH1	At1g44446	0.000	Aleurone layer mottled.	Delayed flowering (ca.	1649
1	Arabidopsis	CH1	At1g44446	0.000	Aleurone layer mottled.	2-3x), large rosettes with numerous leaves, increased plant height.	1649
1	Arabidopsis	CH1	At1g44446	0.000	Aleurone layer mottled.	Green-yellow shoots.	1649
1	Arabidopsis	CH1	At1g44446	0.000	Aleurone layer mottled.	Chlorophyll contents decreased by approximately 40% compared to the parental line (ch1-1/GFP-CAO).	1649
1	Arabidopsis	CH1	At1g44446	0.000	Aleurone layer mottled.	Significant increase in the expression of the GFP-CAO transgene.	1649
1	Arabidopsis	CH1	At1g44446	0.000	Irregular distribution of color among aleurone cells with appropriate anthocyanin genes.	Pale.	1649
1	Arabidopsis	CH1	At1g44446	0.000	Irregular distribution of color among aleurone cells with appropriate anthocyanin genes.	Yellow-green.	1649
1	Arabidopsis	CH1	At1g44446	0.000	Irregular distribution of color among aleurone cells with appropriate anthocyanin genes.	Pale yellow-green plants.	1649
1	Arabidopsis	CH1	At1g44446	0.000	Irregular distribution of color among aleurone cells with appropriate anthocyanin genes.	Bent club-like hairs on leaf.	1649
1	Arabidopsis	CH1	At1g44446	0.000	Irregular distribution of color among aleurone cells with appropriate anthocyanin genes.	Yellow green plant with club-like siliques.	1649
1	Arabidopsis	CH1	At1g44446	0.000	Irregular distribution of color among aleurone cells with appropriate anthocyanin genes.	Green-yellow plants, lacks chlorophyll-b.	1649
1	Arabidopsis	CH1	At1g44446	0.000	Irregular distribution of color among aleurone cells with appropriate anthocyanin genes.	Green-yellow plants, reduced chlorophyll-b content.	1649
1	Arabidopsis	CH1	At1g44446	0.000	Irregular distribution of color among aleurone cells with appropriate anthocyanin genes.	Delayed flowering (ca.	1649
1	Arabidopsis	CH1	At1g44446	0.000	Irregular distribution of color among aleurone cells with appropriate anthocyanin genes.	2-3x), large rosettes with numerous leaves, increased plant height.	1649
1	Arabidopsis	CH1	At1g44446	0.000	Irregular distribution of color among aleurone cells with appropriate anthocyanin genes.	Green-yellow shoots.	1649
