Rank	Species	Gene	Gene Model	Score	Query	Matches	Internal ID
1	Arabidopsis	CH1	At1g44446	0.551	Pale aleurone.	Pale.	1649
1	Arabidopsis	CH1	At1g44446	0.301	Pale aleurone.	Pale yellow-green plants.	1649
1	Arabidopsis	CH1	At1g44446	0.110	Reduced pigmentation in aleurone.	Green-yellow plants, reduced chlorophyll-b content.	1649
1	Arabidopsis	CH1	At1g44446	0.000	Reduced pigmentation in aleurone.	Pale.	1649
1	Arabidopsis	CH1	At1g44446	0.000	Reduced pigmentation in aleurone.	Yellow-green.	1649
1	Arabidopsis	CH1	At1g44446	0.000	Reduced pigmentation in aleurone.	Pale yellow-green plants.	1649
1	Arabidopsis	CH1	At1g44446	0.000	Reduced pigmentation in aleurone.	Bent club-like hairs on leaf.	1649
1	Arabidopsis	CH1	At1g44446	0.000	Reduced pigmentation in aleurone.	Yellow green plant with club-like siliques.	1649
1	Arabidopsis	CH1	At1g44446	0.000	Reduced pigmentation in aleurone.	Green-yellow plants, lacks chlorophyll-b.	1649
1	Arabidopsis	CH1	At1g44446	0.000	Reduced pigmentation in aleurone.	Delayed flowering (ca.	1649
1	Arabidopsis	CH1	At1g44446	0.000	Reduced pigmentation in aleurone.	2-3x), large rosettes with numerous leaves, increased plant height.	1649
1	Arabidopsis	CH1	At1g44446	0.000	Reduced pigmentation in aleurone.	Green-yellow shoots.	1649
1	Arabidopsis	CH1	At1g44446	0.000	Reduced pigmentation in aleurone.	Chlorophyll contents decreased by approximately 40% compared to the parental line (ch1-1/GFP-CAO).	1649
1	Arabidopsis	CH1	At1g44446	0.000	Reduced pigmentation in aleurone.	Significant increase in the expression of the GFP-CAO transgene.	1649
1	Arabidopsis	CH1	At1g44446	0.000	Pale aleurone.	Yellow-green.	1649
1	Arabidopsis	CH1	At1g44446	0.000	Pale aleurone.	Bent club-like hairs on leaf.	1649
1	Arabidopsis	CH1	At1g44446	0.000	Pale aleurone.	Yellow green plant with club-like siliques.	1649
1	Arabidopsis	CH1	At1g44446	0.000	Pale aleurone.	Green-yellow plants, lacks chlorophyll-b.	1649
1	Arabidopsis	CH1	At1g44446	0.000	Pale aleurone.	Green-yellow plants, reduced chlorophyll-b content.	1649
1	Arabidopsis	CH1	At1g44446	0.000	Pale aleurone.	Delayed flowering (ca.	1649
1	Arabidopsis	CH1	At1g44446	0.000	Pale aleurone.	2-3x), large rosettes with numerous leaves, increased plant height.	1649
1	Arabidopsis	CH1	At1g44446	0.000	Pale aleurone.	Green-yellow shoots.	1649
1	Arabidopsis	CH1	At1g44446	0.000	Pale aleurone.	Chlorophyll contents decreased by approximately 40% compared to the parental line (ch1-1/GFP-CAO).	1649
1	Arabidopsis	CH1	At1g44446	0.000	Pale aleurone.	Significant increase in the expression of the GFP-CAO transgene.	1649
1	Arabidopsis	CH1	At1g44446	0.000	Light-colored aleurone, lighter than dilute and less brown than bronze.	Pale.	1649
1	Arabidopsis	CH1	At1g44446	0.000	Light-colored aleurone, lighter than dilute and less brown than bronze.	Yellow-green.	1649
