Rank	Species	Gene	Gene Model	Score	Query	Matches	Internal ID
1	Arabidopsis	FLS1	At5g08640	1.000	Purple plant.	Purple plants.	1676
1	Arabidopsis	FLS1	At5g08640	0.911	Would be purple if with Pr1, Bz1 and Bz2.	Purple plants.	1676
1	Arabidopsis	FLS1	At5g08640	0.686	Would be purple if with Pr1, Bz1 and Bz2.	Purple due to anthocyanin accumulation.	1676
1	Arabidopsis	FLS1	At5g08640	0.625	Purple plant.	Purple due to anthocyanin accumulation.	1676
1	Arabidopsis	FLS1	At5g08640	0.587	Purple husks.	Purple plants.	1676
1	Arabidopsis	FLS1	At5g08640	0.554	Anthocyanin color with A1 A2 C1 C2 R1.	Anthocyanin accumulation.	1676
1	Arabidopsis	FLS1	At5g08640	0.547	Pale purple husks.	Purple plants.	1676
1	Arabidopsis	FLS1	At5g08640	0.442	Purple husks.	Purple due to anthocyanin accumulation.	1676
1	Arabidopsis	FLS1	At5g08640	0.434	Colorless/pale aleurone with purple sectors.	Purple plants.	1676
1	Arabidopsis	FLS1	At5g08640	0.422	Lack of anthocyanins in aleurone.	Anthocyanin accumulation.	1676
1	Arabidopsis	FLS1	At5g08640	0.412	Pale purple husks.	Purple due to anthocyanin accumulation.	1676
1	Arabidopsis	FLS1	At5g08640	0.403	Anthocyanin color with A1 A2 C1 C2 R1.	Purple due to anthocyanin accumulation.	1676
1	Arabidopsis	FLS1	At5g08640	0.341	However, anthocyanin pigmented sectors are present.	Anthocyanin accumulation.	1676
1	Arabidopsis	FLS1	At5g08640	0.327	Colorless/pale aleurone with purple sectors.	Purple due to anthocyanin accumulation.	1676
1	Arabidopsis	FLS1	At5g08640	0.307	Lack of anthocyanins in aleurone.	Purple due to anthocyanin accumulation.	1676
1	Arabidopsis	FLS1	At5g08640	0.284	No color in the aleurone, specifically no color due to anthocyanins.	Anthocyanin accumulation.	1676
1	Arabidopsis	FLS1	At5g08640	0.248	However, anthocyanin pigmented sectors are present.	Purple due to anthocyanin accumulation.	1676
1	Arabidopsis	FLS1	At5g08640	0.207	Ring or halo of anthocyanin color surrounding the kernel embryonic axis.	Anthocyanin accumulation.	1676
