Rank	Species	Gene	Gene Model	Score	Query	Matches	Internal ID
1	Arabidopsis	TT3	At5g42800	1.000	Yellow seed coat.	Yellow seed coat.	2619
1	Arabidopsis	TT3	At5g42800	1.000	Angustifolia, apetala, pyrimidine requiring, erecta, long hypocotyl, glabra, brevipedicellus, eceriferum, transparent testa.	Angustifolia, apetala, pyrimidine requiring, erecta, long hypocotyl, glabra, brevipedicellus, eceriferum, transparent testa.	2619
1	Arabidopsis	TT3	At5g42800	1.000	Yellow seeds due to absence of brown pigment in seed coat (testa).	Yellow seeds due to absence of brown pigment in seed coat (testa).	2619
1	Arabidopsis	TT3	At5g42800	1.000	Anthocyanins absent in leaves, stems and all tissues, this is conspicuous in older plants when chlorophyll starts breaking down, and mutant plants are yellowish.	Anthocyanins absent in leaves, stems and all tissues, this is conspicuous in older plants when chlorophyll starts breaking down, and mutant plants are yellowish.	2619
1	Arabidopsis	TT3	At5g42800	1.000	Deficient in dihydroflavonol 4-reductase and lack anthocyanidins.	Deficient in dihydroflavonol 4-reductase and lack anthocyanidins.	2619
1	Arabidopsis	TT3	At5g42800	1.000	Double mutant.	Double mutant.	2619
1	Arabidopsis	TT3	At5g42800	1.000	Disruption of the synthesis of brown pigment in seed coat (testa).	Disruption of the synthesis of brown pigment in seed coat (testa).	2619
1	Arabidopsis	TT3	At5g42800	1.000	Yellow seeds.	Yellow seeds.	2619
1	Arabidopsis	TT3	At5g42800	1.000	Pale brown seeds.	Pale brown seeds.	2619
1	Arabidopsis	TT3	At5g42800	1.000	Altered phenylpropanoid metabolism.	Altered phenylpropanoid metabolism.	2619
1	Arabidopsis	TT3	At5g42800	1.000	Disruption of the synthesis of brown pigment in seed coat (testa), yellow seeds.	Disruption of the synthesis of brown pigment in seed coat (testa), yellow seeds.	2619
1	Arabidopsis	TT3	At5g42800	0.951	Disruption of the synthesis of brown pigment in seed coat (testa).	Disruption of the synthesis of brown pigment in seed coat (testa), yellow seeds.	2619
1	Arabidopsis	TT3	At5g42800	0.951	Disruption of the synthesis of brown pigment in seed coat (testa), yellow seeds.	Disruption of the synthesis of brown pigment in seed coat (testa).	2619
1	Arabidopsis	TT3	At5g42800	0.797	Yellow seeds due to absence of brown pigment in seed coat (testa).	Disruption of the synthesis of brown pigment in seed coat (testa), yellow seeds.	2619
1	Arabidopsis	TT3	At5g42800	0.797	Disruption of the synthesis of brown pigment in seed coat (testa), yellow seeds.	Yellow seeds due to absence of brown pigment in seed coat (testa).	2619
1	Arabidopsis	TT3	At5g42800	0.712	Yellow seeds due to absence of brown pigment in seed coat (testa).	Disruption of the synthesis of brown pigment in seed coat (testa).	2619
1	Arabidopsis	TT3	At5g42800	0.712	Disruption of the synthesis of brown pigment in seed coat (testa).	Yellow seeds due to absence of brown pigment in seed coat (testa).	2619
1	Arabidopsis	TT3	At5g42800	0.642	Yellow seed coat.	Yellow seeds.	2619
1	Arabidopsis	TT3	At5g42800	0.642	Yellow seeds.	Yellow seed coat.	2619
1	Arabidopsis	TT3	At5g42800	0.627	Yellow seed coat.	Yellow seeds due to absence of brown pigment in seed coat (testa).	2619
1	Arabidopsis	TT3	At5g42800	0.627	Yellow seeds due to absence of brown pigment in seed coat (testa).	Yellow seed coat.	2619
1	Arabidopsis	TT3	At5g42800	0.574	Yellow seed coat.	Disruption of the synthesis of brown pigment in seed coat (testa), yellow seeds.	2619
1	Arabidopsis	TT3	At5g42800	0.574	Disruption of the synthesis of brown pigment in seed coat (testa), yellow seeds.	Yellow seed coat.	2619
