Rank	Species	Gene	Gene Model	Score	Query	Matches	Internal ID
1	Arabidopsis	LDOX	AT4G22880	1.000	Pale brown seeds due to reduced levels of brown pigment in seed coat (testa).	Pale brown seeds due to reduced levels of brown pigment in seed coat (testa).	5203
1	Arabidopsis	LDOX	AT4G22880	1.000	Reduced levels of anthocyanins in leaves, stems and other tissues.	Reduced levels of anthocyanins in leaves, stems and other tissues.	5203
1	Arabidopsis	LDOX	AT4G22880	0.127	Pale brown seeds due to reduced levels of brown pigment in seed coat (testa).	Reduced levels of anthocyanins in leaves, stems and other tissues.	5203
1	Arabidopsis	LDOX	AT4G22880	0.127	Reduced levels of anthocyanins in leaves, stems and other tissues.	Pale brown seeds due to reduced levels of brown pigment in seed coat (testa).	5203
2	Arabidopsis	TT9	AT3G28430	1.000	Pale brown seeds due to reduced levels of brown pigment in seed coat (testa).	Pale brown seeds due to reduced levels of brown pigment in seed coat (testa).	4932
2	Arabidopsis	TT9	AT3G28430	0.699	Reduced levels of anthocyanins in leaves, stems and other tissues.	Approximately wild-type anthocyanin levels observed in leaves, stems and other tissues.	4932
2	Arabidopsis	TT9	AT3G28430	0.127	Reduced levels of anthocyanins in leaves, stems and other tissues.	Pale brown seeds due to reduced levels of brown pigment in seed coat (testa).	4932
2	Arabidopsis	TT9	AT3G28430	0.062	Pale brown seeds due to reduced levels of brown pigment in seed coat (testa).	Approximately wild-type anthocyanin levels observed in leaves, stems and other tissues.	4932
3	Arabidopsis	TT6	At3g51240	1.000	Pale brown seeds due to reduced levels of brown pigment in seed coat (testa).	Pale brown seeds due to reduced levels of brown pigment in seed coat (testa).	2612
3	Arabidopsis	TT6	At3g51240	1.000	Reduced levels of anthocyanins in leaves, stems and other tissues.	Reduced levels of anthocyanins in leaves, stems and other tissues.	2612
3	Arabidopsis	TT6	At3g51240	0.861	Pale brown seeds due to reduced levels of brown pigment in seed coat (testa).	Disruption of the synthesis of brown pigment in seed coat (testa), pale brown seeds.	2612
3	Arabidopsis	TT6	At3g51240	0.743	Pale brown seeds due to reduced levels of brown pigment in seed coat (testa).	Pale brown seeds.	2612
3	Arabidopsis	TT6	At3g51240	0.724	Pale brown seeds due to reduced levels of brown pigment in seed coat (testa).	Disruption of the synthesis of brown pigment in seed coat (testa).	2612
3	Arabidopsis	TT6	At3g51240	0.432	Pale brown seeds due to reduced levels of brown pigment in seed coat (testa).	Yellow seed coat.	2612
3	Arabidopsis	TT6	At3g51240	0.257	Pale brown seeds due to reduced levels of brown pigment in seed coat (testa).	Yellow seeds.	2612
3	Arabidopsis	TT6	At3g51240	0.127	Pale brown seeds due to reduced levels of brown pigment in seed coat (testa).	Reduced levels of anthocyanins in leaves, stems and other tissues.	2612
3	Arabidopsis	TT6	At3g51240	0.127	Reduced levels of anthocyanins in leaves, stems and other tissues.	Pale brown seeds due to reduced levels of brown pigment in seed coat (testa).	2612
3	Arabidopsis	TT6	At3g51240	0.000	Pale brown seeds due to reduced levels of brown pigment in seed coat (testa).	Double mutant.	2612
