Rank	Species	Gene	Gene Model	Score	Query	Matches	Internal ID
1	Maize	pl1	GRMZM2G701063	1.000	Cell to cell variability in the levels of anthocyanin production.	Cell to cell variability in the levels of anthocyanin production.	164
1	Maize	pl1	GRMZM2G701063	1.000	Aleuron has blotches of anthocyanin pigmentation.	Aleuron has blotches of anthocyanin pigmentation.	164
1	Maize	pl1	GRMZM2G701063	1.000	Blotches of anthocyanin pigmentation due to cell to cell variability in the levels of anthocyanin production.	Blotches of anthocyanin pigmentation due to cell to cell variability in the levels of anthocyanin production.	164
1	Maize	pl1	GRMZM2G701063	1.000	Striped leaves.	Striped leaves.	164
1	Maize	pl1	GRMZM2G701063	1.000	Striped stems.	Striped stems.	164
1	Maize	pl1	GRMZM2G701063	1.000	Aleuron has blotches of anthocyanin pigmentation due to cell to cell variability in the levels of anthocyanin production.	Aleuron has blotches of anthocyanin pigmentation due to cell to cell variability in the levels of anthocyanin production.	164
1	Maize	pl1	GRMZM2G701063	1.000	Leaves and stem appear to have clonal stripes of anthocyanin.	Leaves and stem appear to have clonal stripes of anthocyanin.	164
1	Maize	pl1	GRMZM2G701063	1.000	Close examination of these pigmented stripes reveals blotches of anthocyanin pigmentation due to cell to cell variability in the levels of anthocyanin production.	Close examination of these pigmented stripes reveals blotches of anthocyanin pigmentation due to cell to cell variability in the levels of anthocyanin production.	164
1	Maize	pl1	GRMZM2G701063	1.000	Blotched aleurone.	Blotched aleurone.	164
1	Maize	pl1	GRMZM2G701063	1.000	Colored patches on colorless (c1) aleurone.	Colored patches on colorless (c1) aleurone.	164
1	Maize	pl1	GRMZM2G701063	1.000	Blotched plant anthocyanin pigmentation.	Blotched plant anthocyanin pigmentation.	164
1	Maize	pl1	GRMZM2G701063	1.000	Blotched plant anthocyanin pigmentation.	Plant anthocyanin pigment blotching.	164
1	Maize	pl1	GRMZM2G701063	1.000	Plant anthocyanin pigment blotching.	Blotched plant anthocyanin pigmentation.	164
1	Maize	pl1	GRMZM2G701063	1.000	Plant anthocyanin pigment blotching.	Plant anthocyanin pigment blotching.	164
1	Maize	pl1	GRMZM2G701063	1.000	Green plant.	Green plant.	164
1	Maize	pl1	GRMZM2G701063	1.000	Purple anthers.	Purple anthers.	164
1	Maize	pl1	GRMZM2G701063	1.000	Same as red, but with Pl1.	Same as red, but with Pl1.	164
1	Maize	pl1	GRMZM2G701063	1.000	Purple plant.	Purple plant.	164
1	Maize	pl1	GRMZM2G701063	1.000	Sun-dependent red leaf blade.	Sun-dependent red leaf blade.	164
1	Maize	pl1	GRMZM2G701063	1.000	Trait requires sunlight for expression.	Trait requires sunlight for expression.	164
