Rank	Species	Gene	Gene Model	Score	Query	Matches	Internal ID
1	Arabidopsis	APG5	At5g17290	1.000	Dwarf.	Dwarf.	462
1	Arabidopsis	APG5	At5g17290	1.000	Late flowering.	Late flowering.	462
1	Arabidopsis	APG5	At5g17290	1.000	Under a short-day photoperiod (8h light/16h dark), the atg5-1 plants grew slower resulting in smaller plants, flowered later with reduced fecundity, and showed enhanced senescence of rosette leaves than wild type.	Under a short-day photoperiod (8h light/16h dark), the atg5-1 plants grew slower resulting in smaller plants, flowered later with reduced fecundity, and showed enhanced senescence of rosette leaves than wild type.	462
1	Arabidopsis	APG5	At5g17290	1.000	Under a short-day photoperiod (8h light/16h dark), the atg5-1 plants grew slower resulting in smaller plants, flowered later with reduced fecundity, and showed enhanced senescence of rosette leaves than wild type.	Under a short-day photoperiod (8h light/16h dark), the atg5-1 plants grew slower resulting in smaller plants, flowered later than wild type with reduced fecundity, and showed enhanced senescence of rosette leaves.	462
1	Arabidopsis	APG5	At5g17290	1.000	Hypersensitive to either nitrogen or carbon deprivation.	Hypersensitive to either nitrogen or carbon deprivation.	462
1	Arabidopsis	APG5	At5g17290	1.000	Early senescence.	Early senescence.	462
1	Arabidopsis	APG5	At5g17290	1.000	Accumulation of high levels of reactive oxygen species.	Accumulation of high levels of reactive oxygen species.	462
1	Arabidopsis	APG5	At5g17290	1.000	The T-DNA insertion prevents accumulation of the ATG5 mRNA in the mutants.	The T-DNA insertion prevents accumulation of the ATG5 mRNA in the mutants.	462
1	Arabidopsis	APG5	At5g17290	1.000	Absence of 50-kD and a 40-kD proteins, which correspond to the sizes of the conjugate ATG12-ATG5 and the ATG5 proteins, respectively.	Absence of 50-kD and a 40-kD proteins, which correspond to the sizes of the conjugate ATG12-ATG5 and the ATG5 proteins, respectively.	462
1	Arabidopsis	APG5	At5g17290	1.000	Homozygous atg5-1 seedlings germinated and developed normally, and flowered and set seed at the same rate as wild-type plants under a long-day photoperiod (16h light/8h dark).	Homozygous atg5-1 seedlings germinated and developed normally, and flowered and set seed at the same rate as wild-type plants under a long-day photoperiod (16h light/8h dark).	462
1	Arabidopsis	APG5	At5g17290	1.000	Under a short-day photoperiod (8h light/16h dark), the atg5-1 plants grew slower resulting in smaller plants, flowered later than wild type with reduced fecundity, and showed enhanced senescence of rosette leaves.	Under a short-day photoperiod (8h light/16h dark), the atg5-1 plants grew slower resulting in smaller plants, flowered later with reduced fecundity, and showed enhanced senescence of rosette leaves than wild type.	462
1	Arabidopsis	APG5	At5g17290	1.000	Under a short-day photoperiod (8h light/16h dark), the atg5-1 plants grew slower resulting in smaller plants, flowered later than wild type with reduced fecundity, and showed enhanced senescence of rosette leaves.	Under a short-day photoperiod (8h light/16h dark), the atg5-1 plants grew slower resulting in smaller plants, flowered later than wild type with reduced fecundity, and showed enhanced senescence of rosette leaves.	462
