Rank	Species	Gene	Gene Model	Score	Query	Matches	Internal ID
1	Arabidopsis	PDE325	At3g51820	1.000	Pale green seedlings.	Pale green seedlings.	1632
1	Arabidopsis	PDE325	At3g51820	1.000	Pale green seeds.	Pale green seeds.	1632
1	Arabidopsis	PDE325	At3g51820	1.000	Pale green seeds and seedlings.	Pale green seeds and seedlings.	1632
1	Arabidopsis	PDE325	At3g51820	0.888	Pale green seeds.	Pale green seeds and seedlings.	1632
1	Arabidopsis	PDE325	At3g51820	0.888	Pale green seeds and seedlings.	Pale green seeds.	1632
1	Arabidopsis	PDE325	At3g51820	0.873	Pale green seedlings.	Pale green seeds and seedlings.	1632
1	Arabidopsis	PDE325	At3g51820	0.873	Pale green seeds and seedlings.	Pale green seedlings.	1632
1	Arabidopsis	PDE325	At3g51820	0.709	Pale green seedlings.	Pale green seeds.	1632
1	Arabidopsis	PDE325	At3g51820	0.709	Pale green seeds.	Pale green seedlings.	1632
2	Arabidopsis	PDE324	At3g04260	1.000	Pale green seedlings.	Pale green seedlings.	1630
2	Arabidopsis	PDE324	At3g04260	1.000	Pale green seeds.	Pale green seeds.	1630
2	Arabidopsis	PDE324	At3g04260	1.000	Pale green seeds and seedlings.	Pale green seeds and seedlings.	1630
2	Arabidopsis	PDE324	At3g04260	0.888	Pale green seeds.	Pale green seeds and seedlings.	1630
2	Arabidopsis	PDE324	At3g04260	0.888	Pale green seeds and seedlings.	Pale green seeds.	1630
2	Arabidopsis	PDE324	At3g04260	0.873	Pale green seedlings.	Pale green seeds and seedlings.	1630
2	Arabidopsis	PDE324	At3g04260	0.873	Pale green seeds and seedlings.	Pale green seedlings.	1630
2	Arabidopsis	PDE324	At3g04260	0.709	Pale green seedlings.	Pale green seeds.	1630
2	Arabidopsis	PDE324	At3g04260	0.709	Pale green seeds.	Pale green seedlings.	1630
3	Arabidopsis	PDE318	At1g80770	1.000	Pale green seedlings.	Pale green seedlings.	1625
3	Arabidopsis	PDE318	At1g80770	1.000	Pale green seeds.	Pale green seeds.	1625
3	Arabidopsis	PDE318	At1g80770	1.000	Pale green seeds and seedlings.	Pale green seeds and seedlings.	1625
3	Arabidopsis	PDE318	At1g80770	0.888	Pale green seeds.	Pale green seeds and seedlings.	1625
3	Arabidopsis	PDE318	At1g80770	0.888	Pale green seeds and seedlings.	Pale green seeds.	1625
3	Arabidopsis	PDE318	At1g80770	0.873	Pale green seedlings.	Pale green seeds and seedlings.	1625
3	Arabidopsis	PDE318	At1g80770	0.873	Pale green seeds and seedlings.	Pale green seedlings.	1625
3	Arabidopsis	PDE318	At1g80770	0.709	Pale green seedlings.	Pale green seeds.	1625
3	Arabidopsis	PDE318	At1g80770	0.709	Pale green seeds.	Pale green seedlings.	1625
4	Arabidopsis	APG8	At5g51100	1.000	Pale green seedlings.	Pale green seedlings.	1622
4	Arabidopsis	APG8	At5g51100	0.873	Pale green seeds and seedlings.	Pale green seedlings.	1622
4	Arabidopsis	APG8	At5g51100	0.709	Pale green seeds.	Pale green seedlings.	1622
5	Arabidopsis	ALB3	At2g28800	1.000	Pale green seedlings.	Pale green seedlings.	1626
5	Arabidopsis	ALB3	At2g28800	1.000	Pale green seeds.	Pale green seeds.	1626
5	Arabidopsis	ALB3	At2g28800	1.000	Pale green seeds and seedlings.	Pale green seeds and seedlings.	1626
5	Arabidopsis	ALB3	At2g28800	0.888	Pale green seeds.	Pale green seeds and seedlings.	1626
5	Arabidopsis	ALB3	At2g28800	0.888	Pale green seeds and seedlings.	Pale green seeds.	1626
5	Arabidopsis	ALB3	At2g28800	0.873	Pale green seedlings.	Pale green seeds and seedlings.	1626
5	Arabidopsis	ALB3	At2g28800	0.873	Pale green seeds and seedlings.	Pale green seedlings.	1626
5	Arabidopsis	ALB3	At2g28800	0.709	Pale green seedlings.	Pale green seeds.	1626
5	Arabidopsis	ALB3	At2g28800	0.709	Pale green seeds.	Pale green seedlings.	1626
5	Arabidopsis	ALB3	At2g28800	0.000	Pale green seedlings.	Albino.	1626
5	Arabidopsis	ALB3	At2g28800	0.000	Pale green seeds.	Albino.	1626
5	Arabidopsis	ALB3	At2g28800	0.000	Pale green seeds and seedlings.	Albino.	1626
6	Arabidopsis	PDE323	At2g40930	1.000	Pale green seedlings.	Pale green seedlings.	1628
6	Arabidopsis	PDE323	At2g40930	1.000	Pale green seeds.	Pale green seeds.	1628
6	Arabidopsis	PDE323	At2g40930	1.000	Pale green seeds and seedlings.	Pale green seeds and seedlings.	1628
6	Arabidopsis	PDE323	At2g40930	0.888	Pale green seeds.	Pale green seeds and seedlings.	1628
6	Arabidopsis	PDE323	At2g40930	0.888	Pale green seeds and seedlings.	Pale green seeds.	1628
6	Arabidopsis	PDE323	At2g40930	0.873	Pale green seedlings.	Pale green seeds and seedlings.	1628
6	Arabidopsis	PDE323	At2g40930	0.873	Pale green seeds and seedlings.	Pale green seedlings.	1628
6	Arabidopsis	PDE323	At2g40930	0.709	Pale green seedlings.	Pale green seeds.	1628
6	Arabidopsis	PDE323	At2g40930	0.709	Pale green seeds.	Pale green seedlings.	1628
6	Arabidopsis	PDE323	At2g40930	0.000	Pale green seedlings.	Pigment defective.	1628
6	Arabidopsis	PDE323	At2g40930	0.000	Pale green seedlings.	No visible phenotype.	1628
6	Arabidopsis	PDE323	At2g40930	0.000	Pale green seeds.	Pigment defective.	1628
6	Arabidopsis	PDE323	At2g40930	0.000	Pale green seeds.	No visible phenotype.	1628
6	Arabidopsis	PDE323	At2g40930	0.000	Pale green seeds and seedlings.	Pigment defective.	1628
6	Arabidopsis	PDE323	At2g40930	0.000	Pale green seeds and seedlings.	No visible phenotype.	1628
7	Arabidopsis	DAL1	At2g33430	1.000	Pale green seedlings.	Pale green seedlings.	1952
7	Arabidopsis	DAL1	At2g33430	0.934	Pale green seedlings.	Pale green embryos and seedlings.	1952
7	Arabidopsis	DAL1	At2g33430	0.873	Pale green seeds and seedlings.	Pale green seedlings.	1952
7	Arabidopsis	DAL1	At2g33430	0.815	Pale green seeds and seedlings.	Pale green embryos and seedlings.	1952
7	Arabidopsis	DAL1	At2g33430	0.775	Pale green seedlings.	Pale green embryos.	1952
7	Arabidopsis	DAL1	At2g33430	0.762	Pale green seeds.	Pale green embryos.	1952
7	Arabidopsis	DAL1	At2g33430	0.709	Pale green seeds.	Pale green seedlings.	1952
7	Arabidopsis	DAL1	At2g33430	0.676	Pale green seeds and seedlings.	Pale green embryos.	1952
7	Arabidopsis	DAL1	At2g33430	0.663	Pale green seeds.	Pale green embryos and seedlings.	1952
7	Arabidopsis	DAL1	At2g33430	0.177	Pale green seedlings.	Seedling lethal without exogenous sucrose.	1952
7	Arabidopsis	DAL1	At2g33430	0.155	Pale green seeds and seedlings.	Seedling lethal without exogenous sucrose.	1952
7	Arabidopsis	DAL1	At2g33430	0.000	Pale green seedlings.	Susceptible to avirulent bacteria.	1952
7	Arabidopsis	DAL1	At2g33430	0.000	Pale green seeds.	Seedling lethal without exogenous sucrose.	1952
7	Arabidopsis	DAL1	At2g33430	0.000	Pale green seeds.	Susceptible to avirulent bacteria.	1952
7	Arabidopsis	DAL1	At2g33430	0.000	Pale green seeds and seedlings.	Susceptible to avirulent bacteria.	1952
8	Arabidopsis	APG2	At2g01110	1.000	Pale green seedlings.	Pale green seedlings.	1970
8	Arabidopsis	APG2	At2g01110	0.873	Pale green seeds and seedlings.	Pale green seedlings.	1970
8	Arabidopsis	APG2	At2g01110	0.781	Pale green seedlings.	Albino and pale green seedlings.	1970
8	Arabidopsis	APG2	At2g01110	0.709	Pale green seeds.	Pale green seedlings.	1970
8	Arabidopsis	APG2	At2g01110	0.682	Pale green seeds and seedlings.	Albino and pale green seedlings.	1970
8	Arabidopsis	APG2	At2g01110	0.619	Pale green seedlings.	Albino and pale green.	1970
8	Arabidopsis	APG2	At2g01110	0.608	Pale green seeds.	Albino and pale green.	1970
8	Arabidopsis	APG2	At2g01110	0.554	Pale green seeds.	Albino and pale green seedlings.	1970
8	Arabidopsis	APG2	At2g01110	0.540	Pale green seeds and seedlings.	Albino and pale green.	1970
8	Arabidopsis	APG2	At2g01110	0.323	Pale green seedlings.	Seedling lethal.	1970
8	Arabidopsis	APG2	At2g01110	0.291	Pale green seedlings.	Albino seedlings.	1970
8	Arabidopsis	APG2	At2g01110	0.282	Pale green seeds and seedlings.	Seedling lethal.	1970
8	Arabidopsis	APG2	At2g01110	0.254	Pale green seeds and seedlings.	Albino seedlings.	1970
8	Arabidopsis	APG2	At2g01110	0.000	Pale green seeds.	Albino seedlings.	1970
8	Arabidopsis	APG2	At2g01110	0.000	Pale green seeds.	Seedling lethal.	1970
9	Arabidopsis	NARA5	At4g27600	1.000	Pale green seedlings.	Pale green seedlings.	1953
9	Arabidopsis	NARA5	At4g27600	0.873	Pale green seeds and seedlings.	Pale green seedlings.	1953
9	Arabidopsis	NARA5	At4g27600	0.709	Pale green seeds.	Pale green seedlings.	1953
